Genre;Employee or Third Party;Critical Risk;Month;Cleaned_Description;Potential Accident Level Encoded;Positions;Actions;Tools_and_equipment
Male;Third Party;Cut;February;hour approximately circumstance administrative ssomac arrange guillotine right center table cut enmicada page try raise guillotine middle finger right hand rub edge guillotine blade cause cut yolk finger right hand;4;Administrative;Arrange, Cut, Try, Raise, Rub, Cause;Guillotine, Page
Female;Third Party;Others;February;preparation office cleaning activity employee use stair rail contact clamp lock signaling board;2;Employee;Use, Contact;Stair rail, Clamp, Lock, Signaling board
Male;Third Party (Remote);Pressed;February;activity package cylindrical piece easel employee carry piece designate place finger press metal piece move;1;Employee;Carry, Designate, Press, Move;Easel, Metal piece
Male;Third Party;Cut;February;injure collaborator colleague want rim scoop tire strength throw rim floor roll instant eyelash hit fifth finger right hand ring produce injury;3;Collaborator, Colleague;Throw, Roll, Hit, Produce;Rim, Scoop, Tire
Male;Employee;Machine Protection;February;average am operator remove clean accessory mobile channel line support leave hand rail motion moment crush 2nd finger leave hand occur injury occur collaborator refer medical care;3;Collaborator, Operator;Remove, Clean, Leave, Crush, Occur;Accessory, Mobile Channel, Support, Rail
Male;Third Party (Remote);Power lock;February;circumstance Employee clean use absorbent cloth oil residue right edge axs compressor bonnet open function rag fall inside ompressor attempt remove it hook fan propeller pull Employee leave hand propeller cause injury;5;Employee;Clean, Use, Fall, Attempt, Remove, Pull, Cause Injury;Compressor, Absorbent Cloth, Rag, Hook, Fan Propeller
Male;Third Party (Remote);Manual Tools;February;perform carpentry work collaborator hit second finger leave hand hammer hold right hand cause bruise height nail evaluation carry medical center unit final diagnosis contusion finger;1;Collaborator;Perform, Hit, Hold, Cause Bruise, Carry, Evaluation;Hammer
Male;Employee;Pressed;February;prepare mount polypropylene tubing employee pull pickup truck position place press finger tube concrete wall;3;Employee;Prepare, Pull, Position, Place, Press;Polypropylene Tubing, Pickup Truck
Male;Employee;Projection;February;maintenance peristaltic pump 02bp0166 change internal hose rupture tubing reserve pump 02bp0167 rupture start operate designing solution heat employee reach left forearm cause irritation skin;4;Employee;Change, Operate, Reach;Peristaltic Pump, Internal Hose, Tubing
Male;Employee;Burn;February;maintenance peristaltic pump 02bp0166 change internal hose rupture tubing reserve pump 02bp0167 disrupt start operate designing solution heat employee reach left forearm cause burn;4;Employee;Change, Operate, Reach;Peristaltic Pump, Internal Hose, Tubing
Male;Third Party;Pressed;February;nv south mechanic loosens bolt intermediate cardan protector dumper protector release imprison finger leave hand connector hydraulic steering cylinder position;5;Mechanic;Loosen, Release, Imprison;Bolt, Cardan Protector, Dumper Protector, Hydraulic Steering Cylinder
Male;Third Party;Venomous Animals;February;pm perform magnetometric gps collaborator bump field hat branch attack maribondo bitten ear shoulder continued activity feel pain swelling;1;Collaborator;Perform magnetometric GPS;Magnetometric GPS
Female;Third Party (Remote);Fall;February;average office ajani prepare store folder warehouse place come iglu go step diagonally sit leave foot edge second step cause foot bend leave inward stabilize quickly avoid fall ground;2;Office Employee;Prepare, Place, Go, Step, Sit, Leave, Cause, Bend, Stabilize, Avoid Fall;Folder, Warehouse, Iglu
Male;Third Party;Projection/Manual Tools;February;moment extract bolt chuck rotation unit vsd instant hit rope 6lbs base support bolt fragment metal structure project impact face mechanic describe injury;3;Mechanic;Extract, Hit, Project, Describe;Bolt, Chuck, Rope, Metal Structure
Male;Employee;Chemical substances;February;paint pumping pipe complete person involve involuntarily touch face hand with glove paint clean make use dry industrial cloth begin rub face period time second continuously finally paint face clean friction generate describe injury;3;Employee;Touch, Rub, Clean, Use, Begin, Generate, Describe;Glove, Dry Industrial Cloth
Male;Third Party;Projection;February;conclusion unload ore amp plate pit driver notice stretch support mesh stuck hopper hatch driver get equipment with hopper lift remove hand mesh generating force fine particle rock fall impregnated eye injure time incident injure person measure glass surcharge;4;Driver;Notice, Stretch, Get, Lift, Remove, Generate, Fall, Impregnate, Injure, Measure;Equipment, Hopper, Mesh, Glass
Male;Third Party;Vehicles and Mobile Equipment;February;mr put tool hopper truck park cruise level ob2b mining operation van arrive drive engineer park truck approximately meter having place safety block go request datum drill later assistant simba open gate dropping bit hopper truck untimely vehicle move forward pin mechanic right leg;4;Engineer, Assistant, Mechanic;Put, Park, Arrive, Drive, Request, Open, Drop, Move, Forward;Truck, Tool, Safety block, Datum drill, Pin
Male;Third Party (Remote);Venomous Animals;February;transport piece wood aid wheelbarrow employee feel prick right leg moment stop activity remove legging shake pant notice small scorpion;3;Employee;Transport, Feel, Stop, Remove, Shake, Notice;Wheelbarrow
Male;Third Party (Remote);Fall;February;mining cycle chimney start drill work anchor lane alimak system collaborator squat pick manual tool platform moment jackleg team lose position project collaborator generating injury;4;Collaborator;Start, Work, Squat, Pick, Lose Position, Project, Generate Injury;Manual Tool, Jackleg, Alimak System
Male;Employee;Projection;February;support process circumstance assistant perform cut transverse length mesh mesh generate movement operator hit face cause described injury;3;Assistant, Operator;Perform, Cut, Generate Movement, Hit, Cause Injury;Mesh
Male;Third Party;Venomous Animals;February;pm assist gps magnetometric collaborator bump field hat branch attack maribondo moth go eye use sunglass attack region prevent insect move face getting catch ear field hat make helper bite ear allergic marimbondo bite soon activity immediately paralyze drove car accident take medicine antiallergic situation work indicate doctor avoid swell responsible project field mapping activity call radio immediately assistant feel good take emergency hospital lavra sul consult doctor take antiallergic release;1;Collaborator, Assistant, Helper;Assist, Bump, Attack, Use, Prevent, Move, Catch, Make, Bite, Consult, Take, Call, Feel, Drive;GPS, Magnetometric, Hat, Sunglass, Medicine, Radio
Male;Third Party;Fall;February;moment staff impromec company head pique support shotcrete casting job electrician identify lane water road right leg enter gutter depth cause injury service litorina paralyze entrance personnel;3;Staff, Electrician;Identify, Enter, Cause, Paralyze;Shotcrete, Casting Job, Support
Male;Employee;Fall prevention;February;employee descend ladder inspection milling cyclone give access floor mill platform iscmg26 floor give way fall height approximately meter meter there material ore platform decrease height fall impact;4;Employee;Descend, Inspect, Fall, Impact;Ladder, Milling Cyclone, Platform
Male;Third Party;remains of choco;February;area ​​lloclla meter substation nro circumstance Employee prepare pick rope floor fragment rock slide slope hill fragment diameter approximately impact face Employee produce aforementioned injury;4;Employee;Prepare, Pick, Slide, Impact, Produce;Rope
Male;Employee;Others;February;perform clean activity area near tc grinding employee handle block triangular shape rock measure 53 cm 42 cm 12 cm movement lose balance fall rock thumb leave hand injure he;4;Employee;Perform, Clean, Handle, Lose balance, Fall, Injure;Block, Rock
Male;Third Party (Remote);Others;March;carry refractory brick chop activity order place support bus bar section particle detach hit assistant right arm meter away work area provoke wound arm treat medical center return usual duty;1;Assistant;Carry, Chop, Place, Detach, Hit, Provoke, Treat;Refractory brick, Bus bar, Section particle
Male;Third Party;Venomous Animals;March;soil sample region employee danillo silva attack bee test rush away place employee take bite chin chest neck hand glove employee take bite hand glove head employee danillo take bite leave arm uniform sketch allergy swell ste site activity stop evaluate site verifying test remain line leave site;1;Employee;Attack, Rush away, Take, Bite, Evaluate, Verify, Stop, Remain, Leave;Glove, Uniform
Male;Third Party;Venomous Animals;March;soil sample region employee danillo silva attack bee test rush away place employee take bite chin chest neck hand glove employee take bite hand glove head employee danillo take bite leave arm uniform sketch allergy swell ste site activity stop evaluate site verifying test remain line leave site;1;Employee;Attack, Rush away, Take, Bite, Evaluate, Verify, Stop, Remain, Leave;Glove, Uniform
Male;Third Party;Venomous Animals;March;soil sample region employee danillo silva attack bee test rush away place employee take bite chin chest neck hand glove employee take bite hand glove head employee danillo take bite leave arm uniform sketch allergy swell ste site activity stop evaluate site verifying test remain line leave site;1;Employee;Attack, Rush away, Take, Bite, Evaluate, Verify, Stop, Remain, Leave;Glove, Uniform
Male;Employee;Vehicles and Mobile Equipment;March;employee hitchhike cep truck equipment cross central canterio track catch key wheel loader operator stop opposite direction return truck hit arm leave loader tire travel road pass cep right;5;Employee, Operator;Hitchhike, Cross, Catch, Stop, Return, Hit, Leave, Travel, Pass;Key, Wheel loader
Male;Third Party (Remote);Fall;March;approx collaborator mr sampler prepare change remove bucket pulp sample plant courier slip fall ground support right hand generating lesion describe;3;Collaborator, Sampler;Prepare, Change, Remove, Slip, Fall, Generate;Bucket, Pulp sample plant
Male;Third Party;Others;March;pm perform mag activity employee move acquisition line come small drainage approximately 40 cm wide small gap traverse drainage employee rest right foot ravine come rest cause right ankle twist soon twist activity paralyze employee take local hospital xray take examination physician injury find small swelling release normal activity;1;Employee, Physician;Perform, Move, Acquire, Traverse, Rest, Twist, Take, Examine, Find;drainage
Male;Third Party;Vehicles and Mobile Equipment;March;level before f6 m license plate go level surface pilot try locate radio answer concrete plant distract crash vehicle leave gable vehicle turn right side happen copilot hit right hand fragment break glass window right vehicle;5;Pilot, Copilot;Try, Locate, Answer, Crash, Leave, Turn, Hit;Radio, Vehicle, Glass Window
Male;Third Party;Vehicles and Mobile Equipment;March;scoop head rpa cutoff point cro south unload visualize truck park light engine ignite inside thrust scoop find accumulate dismount operator stop scoop get tell driver truck leave find decide look driver cro south find it return scoop meter visualize light lamp shine direction gable approach find deceased lie scoop proceed immediate notice supervisory shift control center emergency center;5;Operator, Driver, Supervisor;Unload, Visualize, Park, Ignite, Find, Accumulate, Dismount, Stop, Tell, Leave, Decide, Look, Approach, Notice, Proceed;Truck, Light, Engine, Scoop, Lamp
Male;Third Party;Machine Protection;March;employee perform maintenance filter press filtration area grs dismantle clamp turn motion contact burr tip screw expose cause cut glove wound 3rd quirodactilo left hand;3;Employee;Perform maintenance, Dismantle, Turn, Contact, Expose, Cause cut, Wound;Filter press, Clamp, Burr, Tip screw, Glove
Male;Third Party;Individual protection equipment;March;nv chamber accumulation aggregate Employee cast shotcrete crown work pm perceive discomfort fog face decide choose use safety glass comfort continue throw shotcrete pm suffer projection shotcrete rebound particle leave eye;4;Employee;Cast, Perceive discomfort, Choose, Use, Continue, Throw, Suffer, Rebound;Shotcrete, Safety glass
Male;Third Party;Venomous Animals;March;team vms project perform soil collection xixás target members team move collection point another mr ahead team sting near collection point surprised swarm bee inside play near ground visibility wood hiss noise pass stump attack bee ste left arm uniform prick lip screen rip tangle branch escape;1;Employee;Perform, Move, Collect, Surprised, Sting, Pass, Attack, Prick, Rip, Tangle, Escape;soil
Male;Third Party;Venomous Animals;March;team vms project perform soil collection xixás target members team move collection point another mr ahead team sting near collection point surprised swarm bee inside play near ground visibility wood hiss noise pass stump attack bee ste left arm uniform prick lip screen rip tangle branch escape;1;Employee;Perform, Move, Collect, Surprised, Sting, Pass, Attack, Prick, Rip, Tangle, Escape;soil
Female;Employee;Chemical substances;March;preparation solubilization activity sample chapel maid move vial nitric acid detach doser cause projection region face upper limb;4;Maid;Move, Detach, Cause projection;Vial, Nitric acid, Doser
Male;Third Party (Remote);Power lock;March;activity change conveyor belt 11b feed primary mill no mechanic enter discharge chute m clean material time automatic sampler inside chute activate trap mechanic height chest time accident mechanic work area;5;Mechanic;Clean material;Automatic sampler, Conveyor belt
Male;Third Party (Remote);Power lock;March;approximately hour change cable z power cell lock cabinet z014 transformer loud noise follow oscillation electrical system moment collaborator company eissa find floor head inside adjoining cell z cabinet block assign work having receive electric shock;5;Collaborator, Company Eissa;Change, Find, Receive;Cable, Lock, Transformer, Electrical system
Male;Third Party;Vehicles and Mobile Equipment;March;mixer ecm incimmet sa move positive south ramp direction surface unicon concrete plant height before operator observe untimely light engine off control control respond equipment start reverse meter operator jump cabin meter team hit right gable turn leave area circumstance event presence personnel equipment affect;5;Operator, Team;Move, Observe, Respond, Start, Jump, Hit, Turn, Leave;Light engine, Control
Male;Employee;Others;March;technician magnetometric survey step thorn reaction immediately retreat lose balance magnetometer antenna break;1;Technician;Perform survey, Step, React, Retreat, Lose balance, Break;Antenna, Magnetometer
Male;Third Party;Fall prevention;March;employee report assist maintenance activity tower electrolysis step grp grid polymer floor move cause fall event take place stage displacement fall floor span receive effort employee fall 60 m grp floor gutter floor support structure employee fall low level 35 m grp floor;4;Employee;Report, Assist, Perform maintenance, Move, Fall, Displacement;GRP grid, Polymer floor, Support structure
Male;Employee;Chemical substances;April;employee report supervise activity ustulation near ball projection hot humped dust upper floor reach cervical neck region cause degree burn;3;Employee, Supervisor;Report, Supervise, Reach, Cause burn;Ball, Dust
Male;Employee;Suspended Loads;April;employee perform task hoisting bigbag contain waelz oxide perform hoisting employee suffer lowvoltage electric shock contact hoist attach handle bigbag it;4;Employee;Perform task, Hoisting, Suffer electric shock, Contact;Hoist, Bigbag, Handle
Male;Third Party (Remote);Others;April;employee move structure post come step false suffering twisting leave ankle;3;Employee;Move structure, Suffer twisting, Leave ankle;structure
Male;Third Party;Venomous Animals;April;30hs current sediment activity collaborator take bee ste neck screen bee enter screen sting team decide leave workplace presence bee collaborator reaction continue work normally;1;Collaborator;Take bee sting, Decide leave workplace, Continue work normally;Screen
Male;Third Party;Others;April;industrial cleaning Employee cristian perform clean activity gutter strike wall same remove solid solution form moment operator hand slide impact edge gutter cause blow little finger leave hand;2;Operator, Industrial cleaning Employee;Perform clean activity, Strike wall, Remove solid solution, Slide hand, Impact edge gutter, Cause blow;gutter
Male;Third Party;Fall prevention;April;level formerly level hydraulic filling personnel perform installation diameter hdpe pipe ventilation chimney help yard scooptram hold push end pipe pipe meter length moment pipe get stuck edge chimney cause pipe form arc height injure Employee be signal light lamp operator scooptram stop try retire line fire Employee lose balance light contact pipe cause fall level;4;Operator;Perform installation, Help, Hold, Push, Get stuck, Try to retire, Lose balance, Contact pipe, Fall;Hydraulic filling equipment, HDPE pipe, Ventilation chimney, Yard scooptram, Signal light lamp
Male;Third Party;Chemical substances;April;employee perform paint floor fuel tank area need clean pour waterthinn floor bucket slip hand mixture project leave shoulder low lip cause redness burn;2;Employee;Perform paint, Clean, Pour, Slip, Project, Leave, Cause;Bucket, Mixture
Male;Third Party;Venomous Animals;April;execution soil sample task potion area pm open machete bite wasp right hand time incident epi needed activity employee evaluate technician find mild localize swelling wound employee report feel pain continue activity;1;Employee, Technician;Execute soil sample task, Open, Bite, Evaluate, Find, Report, Feel, Continue;Machete, Epi (epinephrine)
Male;Third Party (Remote);Electrical Shock;April;tower old disabled deenergize dismantle locate city pasco profile base tower previously disassemble cut oxyfuel equipment be proingcom security supervisor foreman outside fence area supervise activity indicate stoppage activity evacuation refuge orange alert indicate detector storm evacuation employee inside fence area loud sound hear provoke fright cause staff throw floor inside area proceed leave work area mean ladder apparently loud sound correspond electrical discharge cable guard pass old tower;4;Security Supervisor, Foreman;Dismantle, Locate, Disassemble, Cut, Supervise, Indicate, Evacuate, Hear, Throw, Proceed, Leave;Oxyfuel equipment, Ladder
Male;Third Party (Remote);Electrical Shock;April;tower old disabled deenergize disassemble locate city pasco cut profile base tower previously disassemble carry out oxyfuel equipment be safety supervisor proingcom foreman external fence area supervise activity indicate paralysis activity evacuation refuge orange alert indicate detector storm evacuation employee inside fence area loud sound hear provoke scare cause staff throw floor area proceed leave work area mean staircase apparently loud sound correspond electrical discharge cable guard pass old tower;4;Safety Supervisor, Proingcom, Foreman;Deenergize, Disassemble, Locate, Cut, Carry out, Supervise, Indicate, Evacuate, Hear, Provoke, Scare, Cause, Throw, Proceed, Leave;Oxyfuel equipment, Detector, Ladder, Cable guard
Male;Third Party (Remote);Others;April;end concrete activity employee turn concrete rolling handle return equipment warehouse bump tip mangote inferior lip cause hematoma;2;Employee;Turn, Handle, Return, Bump, Cause;Concrete rolling handle
Male;Employee;Others;April;mark management point supervision breeder enter work carry ventilation inspection surveying work stop turn fan proceed air flow measurement fan turn pressure break fasten point toe sleeve fall floor generate chicoteo gable gable product chicoteo fragment aggregate shocrete project face injure person produce injury;2;Management point supervision, Breeder;Enter, Carry, Stop, Turn, Proceed, Measurement, Break, Fasten, Fall, Generate, Project, Produce;Ventilation, Fan, Air flow measurement, Fasten point
Male;Third Party;Venomous Animals;April;execution service opening prick future work ip employee line equipment sting wasp right portion neck beetle small size see employee bite cause employee shock insect manifest employee ppe require activity develop bite occur collar shirt face shield technician responsible performing work evaluate ste and injure employee find localized swell allergy need paralyze activity follow normally;1;Technician;Execute, Open, Prick, Sting, See, Bite, Cause, Manifest, Develop, Evaluate, Find, Need, Paralyze, Follow;Collar shirt, Face shield
Male;Third Party;Others;April;moment mr carry inspection cut block level ob6a loading platform realize instant observe drill positive radial one cover shotcreteado hear noise upper pit detachment bank center pit mr go leave work metatarsal boot make contact rock floor cause lose balance stumble gable;3;Employee;Carry, Cut, Realize, Observe, Hear, Go, Leave, Make contact, Cause, Lose balance, Stumble;Inspection cut block, Loading platform, Metatarsal boot
Male;Third Party;Others;April;employee lima silva composing team open bite survey ip team consist mine technician assistant move bite touch left foot stump tucum ground cover dry leave vegetation near drainage feel thorn pierce foot tell mining technician happen teammate remove thorn pierce boot removal spine foot wash verify injury event technician wax activity return city porangatu go necessary employee health unit;4;Technician;Operating, Install, Accompany, Manipulate, Direct, Maneuver;Bench drill, Drill, Metal jacket, Iron
Male;Third Party;Projection;April;approx pm mr time visual inspection scaffolding suffer slight blow level right ear metallic extension chute conveyor chain;2;Employee;Perform visual inspection, Suffer slight blow;Scaffolding, Metallic extension, Chute, Conveyor chain
Male;Third Party;Venomous Animals;April;execution soil sample task potion area pablo move bite bite right elbow wasp sleeve uniform time incident ppe need activity employee evaluate team find mild injury localize swell employee report feel pain continue activity;1;Pablo, Team;Move, Bite, Report, Evaluate, Continue activity;soil
Male;Employee;remains of choco;April;activity sanitation slaughter choco scaller local underground mine level upper jka operator perform sanitation rock block roof hit equipment accident victim promptly rescue unit emergency brigade transport outpatient clinic receive care transfer municipal paracatu;5;Operator, Emergency Brigade, Outpatient Clinic Staff;Perform sanitation, Hit equipment, Rescue, Transport, Receive care, Transfer;mine
Male;Employee;Pressed;April;perform clean material mineral accumulate steel plate concrete base rest show photograph steel plate thickness in order complete cleaning Employee decide weld steel plate support eyelet type end fix point fasten pin helical support way lift plate help key remove accumulate material instant pull chain tecla injure left hand rest concrete wall the line fire product tension exert tecle helical bolt break chain lash index finger generate injury time accident accident victim epps include glove;4;Employee, Accident Victim;Perform clean, Show photograph, Weld, Fix, Fasten, Remove, Pull, Lift, Exert tension, Break, Generate injury;Steel plate, Key, Chain, Tecla (chain hoist), Helical bolt, Glove
Male;Employee;Others;April;circumstance mr 2nd enter interior pocket level before activate compress air gun instal low structure nozzle communicate air lung internal pocket project violent flow air blow leave leg Employee generate stun noise produce;5;Employee;Enter, Activate, Install, Communicate, Project, Blow, Generate stun;Compress air gun, Nozzle
Male;Employee;Others;April;employee report perform routine activity foundry area necessary fit zamac ingot package point ingot slip hit right foot cause pain safety footwear wear employee steel toe metatarsal protector;2;Employee;Perform, Fit, Package, Slip, Hit, Cause pain;Zamac ingot, Safety footwear, Steel toe metatarsal protector
Male;Employee;Manual Tools;April;employee lever remove seal ring tire wheel loader lhd lever come release fulcrum ring press leave ring finger loader shell cause traumatism tip say finger;3;Employee;Remove, Release, Press, Cause traumatism;Lever, Seal ring, Tire, Wheel loader LHD
Male;Employee;Others;April;employee report perform routine activity area ​​electrolysis when try position cathode sheet easel hit sleeve cause cut superficially leave hand;2;Employee;Perform, Try, Position, Hit, Cause cut;Cathode sheet, Easel
Male;Third Party (Remote);Others;May;employee engage adjust metallic shape tether strike shape tether cable hit lifeline project hand metal structure shape cause superficial injury ring finger right hand;2;Employee;Engage, Adjust, Strike, Hit, Cause superficial injury;Metallic shape, Tether, Cable, Lifeline, Metal structure
Male;Third Party;Manual Tools;May;circumstance staff perform rhyme caving hw pipe suspend approximately floor assistant place stilson key no pipe fit pipe height base rod holder operator operate slide back cause pipe slide cause tip fourth finger assistant right hand catch stilson key base rod holder time event collaborator epps;4;Staff, Assistant, Operator, Collaborator;Perform, Place, Operate, Slide, Cause, Catch;Stilson key, Pipe, Base rod holder
Male;Employee;Projection;May;employee márcio sérgio perform pump pipe clearing activity fz1 removal suction spool flange bolt projection pulp cause injury;5;Employee;Perform, Removal, Cause;Pump pipe, Suction spool, Flange bolt
Male;Employee;Projection;May;employee márcio sérgio perform pump pipe clearing activity fz1 removal suction spool flange bolt projection pulp cause injury;5;Employee;Perform, Removal, Cause;Pump pipe, Suction spool, Flange bolt
Male;Third Party;Fall;May;perform shotcrete cast resane cruise nv pm approximately operator place left equipment start release cubic meter time decide paralyze task minute leak water roof box allow adhesion shotcrete rock set restart shotcrete launch operator leave move right equipment assistant operator mixkret pumping go verify happen return realize operator not assume fall chimney leave job ask help immediately emergency response brigade medical service activate verify death collaborator accident investigation begin;5;Operator, Assistant, Emergency response brigade, Medical service;Perform, Cast, Place, Start, Release, Decide, Paralyze, Leak, Allow, Restart, Launch, Move, Verify, Realize, Assume, Fall, Leave, Ask for help, Activate, Verify, Investigate;Shotcrete, Equipment, Mixkret, Pumping equipment
Female;Third Party (Remote);Cut;May;maid handle pipette sample preparation chemical analysis try place threeway pear pipette come break cause superficial cut right hand;3;Maid;Handle, Try, Place, Break, Cause;Pipette, Three-way pear, Sample preparation equipment
Male;Employee;Others;May;area ​​machine tool mechanic injure operating bench drill drill metal jacket line install skip moment accompany mechanic manipulate jacket direct maneuver right drill mr tell stop drill verify depth drill lift pull iron verifie fine communicate restart drill hole moment victim apparent reason crosse leave arm drill catch drill work clothe cause injury describe;4;Mechanic;Operate, Install, Manipulate, Direct, Maneuver, Tell, Stop, Verify, Lift, Pull, Communicate, Restart, Catch;Bench drill, Drill, Metal jacket, Iron
Male;Employee;Others;May;employee pass corner door see virdro slight swell frontal region closing glass door;1;Employee;Pass, See, Close;Glass door
Male;Employee;Cut;May;activity maintenance scaller breaker arm extension cylinder local underground level removal cylinder scaller arm releasing fix pin cylinder come down bump tool press hand tool structure equipment;1;Maintenance scaller, Breaker arm extension cylinder;Perform maintenance, Remove cylinder, Release, Fix pin, Bump, Press, Tool structure;Scaller, Cylinder, Fix pin, Hand tool
Male;Third Party;Pressed;May;hour end concentrate truck clean driver instruct close gate moment mr vehicle report have injury leave hand transfer medical center attention later evacuation clinic;4;Driver;Clean, Instruct, Close gate, Report injury, Leave hand, Transfer, Evacuate, Attend;Truck
Male;Employee;Projection;May;mechanic duty section antonio observe activity withdrawal check pom d071 moment impact pulp line discharge stick cause irritation right neck ear mechanic refer medical center evaluation;2;Mechanic;Observe, Check, Withdraw, Impact, Discharge, Cause irritation, Refer, Evaluate;Pom D071, Pulp line, Discharge stick
Male;Third Party;Projection of fragments;May;moment collaborator carry inspection conveyor belt no tail pulley height load polymer no maslucan collaborator hear noise note belt move tail pulley fragmentos mineral fragment project access ramp impacting collaborator evacuate medical post;4;Collaborator;Carry out inspection, Hear noise, Note belt movement, Impact, Evacuate, Access ramp;Conveyor belt, Tail pulley
Male;Third Party;Projection of fragments;May;moment collaborator carry inspection conveyor belt no tail pulley height load polymer no maslucan collaborator hear noise note belt move tail pulley fragmentos mineral fragment project access ramp impacting collaborator evacuate medical post;4;Collaborator;Carry out inspection, Hear noise, Note belt movement, Impact, Evacuate, Access ramp;Conveyor belt, Tail pulley
Male;Third Party;Others;May;circumstance Employee walk straight line level step rock approximately cm bend right ankle cause injury describe event occur Employee decide report accident feel pain pm approximately begin feel discomfort walk progressive mild pain ankle moment communicate event;4;Employee;Walk straight, Step on rock, Bend ankle, Report accident, Feel pain, Communicate event, Begin feel discomfort, Walk with mild pain;step
Female;Employee;Others;May;enter building maid slip fall automatic door entry mat floor wet slippery;2;Maid;Enter building, slip fall;Automatic door, entry mat, floor wet slippery
Male;Employee;Others;June;employee report try unlock cathodic sheet digger realize blade press cable project hit face;4;Employee;Try, unlock, realize, press, hit;Cathodic sheet, digger, blade, cable, project
Male;Third Party;Projection;June;level guide wire chamber preparation activity mix shocrete Employee perform empty bag cement bucket complete dosage moment dust generate cement enter low lense leave eye cause irritation;4;Employee;Perform, mix, empty, complete, generate, enter, leave;Level guide, wire, chamber, shocrete, bag, cement, bucket, dosage, dust, lense
Male;Third Party;Fall;June;mr move tray climb staircase give access dining room find step slip fall floor support body forward suffering blow right knee floor nose metal tray carry cause cut nose ematoma knee;3;Employee;Move, climb, give access, find, slip, fall, carry, cause;Tray, staircase, dining room, metal tray
Male;Third Party;Others;June;circumstance Employee prepare food electric pot ensure lid fall head cause injury describe;2;Employee;Prepare, ensure, fall, cause, describe;Electric pot, lid
Male;Employee;Pressed;June;circumstance Employee partner place killer bomb basket manitou team bomb hit index finger right hand basket;2;Employee;Place, hit;Killer bomb, basket, Manitou
Male;Third Party;Cut;June;approx hour mr maintenance team mobile equipment adjust bolt loader j005a time face impact key activity produce slight cut surface face transfer medical service attend register;2;Maintenance team;Adjust, produce, transfer, attend, register;Mobile equipment, bolt, loader J005A, key, medical service
Male;Third Party;Others;June;circumstance driver plate truck ee impromec go garit plant chicrin nv enter internal area ​​santa approx old dining room stop vehicle inform copilot long drive turn vehicle try van lose balance fall seat complain intense pain lumbar area cite pain overexertion routine activity evacuation residual oil solid waste cylinder previously perform collaborator time event correspond epp;4;Driver, copilot, collaborator;Enter, stop, inform, turn, try, lose balance, fall, complain, cite, perform, evacuate;Truck, plate, vehicle, van, solid waste cylinder
Male;Third Party (Remote);Pressed;June;employee perform insertion adjustment joint blind flange tubing wedge shift cause movement flange cause 3rd 4th finger leave hand press;4;Employee;Perform, insertion, adjustment, shift, cause, leave, press;Joint, blind flange, tubing, wedge
Male;Employee;Projection;June;convoy locomotive operate mr locate hopper op2 position 1st car hopper assistant observe ordinary dry load presence water initiate chute this hydraulic module hopper switch control slightly move hopper handle untimely flow water mud splash operator generate describe injury addition collaborator meter line fire;4;Operator;Operate, locate, observe, initiate, switch, control, move, generate, describe;Locomotive, hopper, OP2, chute, hydraulic module, hopper handle, meter, line, fire
Male;Third Party;Projection;June;master additive take afo license plate launch team no collaborator robot assistant moment receive bucket emptiness operator feel drop drop additive right eye feel burn sensation immediately go wash affected eye team eye collaborator evacuate natclar time accident employee glass correctly;4;Operator;Take, launch, receive, feel, drop, wash, evacuate;Additive, license plate, bucket, robot
Male;Third Party;remains of choco;June;be driver aeq plate dump truck ton head loading area nv ob5 bp parking proceeding ore loading scoop ydrs moment lift scoop hopper large bank fall cause tipper shake violently operator hit gear lever communicate supervisor evacuate medical center;4;Driver, operator, supervisor;Proceeding, lift, fall, cause, shake, hit, communicate, evacuate;Dump truck, scoop, hopper, tipper, gear lever
Male;Employee;Others;June;injure collaborator time make hdpe pipe hydraulic fill release cause end pipe impact lip cause injury apparently support deconcentrate release little pipe action generate pipe present rubber victaúlica copla release generating impact previously describe pipe hydraulic load;3;Collaborator;Make, fill, release, cause, impact, support, deconcentrate, generate, describe;HDPE pipe, hydraulic pipe, rubber, copla (possibly a type of coupling), pipe, load
Male;Employee;Others;June;circumstance ahk license plate empresa serve supervision cma carry field inspection upper bank unexpectedly climb operational access positive ramp slide excavate area ​​approximately meter high remain position floor occupant vehicle use safety belt complete epp;4;Employee;Serve, carry, climb, access, slide, excavate, remain, use, complete;License plate, field inspection, ramp, safety belt
Male;Third Party;Others;June;circumstance ahk license plate empresa serve supervision cma carry field inspection upper bank unexpectedly climb operational access positive ramp slide excavate area ​​approximately meter high remain position floor occupant vehicle use safety belt complete epp;4;Supervisor;Serve, carry, climb, access, slide, excavate, remain, use, complete;License plate, field inspection, ramp, safety belt
Female;Third Party;Cut;June;surface comedor Employee company cut lemon time imprison knife generating movement impacting finger leave hand cause slight cut;2;Employee;Cut, imprison, generate, impact, leave, cause;Knife, lemon
Male;Employee;Others;June;employee report remove zinc sheet cathode easel slip hand fall hit leave foot;2;Employee;Report, remove, slip, fall, hit, leave;Zinc sheet, cathode, easel
Male;Third Party;Others;June;execution task assemble box testimony box area ​​bonsucesso orlando research driller geosol try fit part trestle piece fall hand piece hold cause small trauma leave thumb employee refer são lucas hospital paracatu ltda attended release leave work soon after;4;Driller;Assemble, try, fit, fall, hold, cause, refer, release, leave;Box, part, trestle, piece
